岗位名称,公司,规模,公司领域,学历要求,经验要求,技能需求,福利待遇,薪资,薪资原文,省,市,区,商圈,经度,纬度,岗位链接,jobId
Ai游戏数据采集/双休,法本,10000人以上,计算机软件,本科,1-3年,['游戏采集'],"['节日福利', '零食下午茶', '带薪年假', '五险一金', '企业文化']",15500.0,11-20K,浙江,杭州,余杭区,仓前,120.023164,30.28337,https://www.zhipin.com/job_detail/efd63169aea98bf70nF-09q_GVJQ.html,efd63169aea98bf70nF-09q_GVJQ
游戏测试开发,华娱游戏,100-499人,游戏,本科,,"['游戏测试', '游戏开发']","['有无线网', '住房补贴', '保底工资', '年终奖', '宿舍有空调', '五险一金', '包吃', '定期体检', '带薪年假', '生日福利', '员工旅游', '团建聚餐', '绩效奖金', '节日福利']",,200-250元/天,浙江,杭州,滨江区,长河,120.206429,30.190199,https://www.zhipin.com/job_detail/3cd25c75acadc08f03F-3d69FFVT.html,3cd25c75acadc08f03F-3d69FFVT
游戏测试,心光流美,100-499人,游戏,本科,3-5年,"['游戏测试', '性能测试', '灰盒测试', '测试', '测试工程师', '功能测试', '自动化测试', '游戏', 'Python']","['节日福利', '五险一金', '全勤奖', '生日福利', '带薪年假', '绩效奖金', '年终奖', '零食下午茶', '带薪病假', '定期体检', '团建聚餐', '独生子女陪护', '保底工资']",15500.0,11-20K,浙江,杭州,滨江区,长河,120.179643,30.18819,https://www.zhipin.com/job_detail/233f8f08e322420a1HV83tu4E1E~.html,233f8f08e322420a1HV83tu4E1E~
游戏测试主管,宜兴比孚,20-99人,互联网,大专,经验不限,"['丰富的游戏经验', '手游测试经验', '主机游戏测试经验']","['专业培训', '定期体检', '带薪年假', '年度调薪', '节日福利', '团建聚餐', '游戏比赛', '五险一金', '年终奖', '绩效奖金', '工龄奖', '法定节假日三薪', '生日福利', '交通补助', '节假日加班费', '一对一导师', '加班补助', '餐补']",11500.0,9-14K,浙江,杭州,拱墅区,拱宸桥,120.12026,30.330557,https://www.zhipin.com/job_detail/c2d2ff03eef8aa8f1H193Ny7GFJY.html,c2d2ff03eef8aa8f1H193Ny7GFJY
游戏棋牌服务端开发C++（国企背景 福利好）,边锋,500-999人,游戏,本科,5-10年,"['C++', '棋牌', 'MMO', 'SLG']","['补充医疗保险', '年终奖', '餐补', '意外险', '保底工资', '零食下午茶', '带薪年假', '团建聚餐', '高温补贴', '定期体检', '加班补助', '住房补贴', '节日福利', '补充公积金', '五险一金', '法定节假日三薪', '节假日加班费', '定期体检', '夜班补助', '交通补助']",26000.0,22-30K,浙江,杭州,拱墅区,拱宸桥,120.160695,30.334851,https://www.zhipin.com/job_detail/e230a9c06f9ee5400nF80tq4GVNT.html,e230a9c06f9ee5400nF80tq4GVNT
游戏测试开发工程师(成都),网易杭州,10000人以上,互联网,本科,3-5年,[],"['带薪年假', '补充医疗保险', '定期体检', '免费班车', '五险一金', '年终奖', '餐补', '加班补助', '零食下午茶', '节日福利', '住房补贴']",30000.0,20-40K,浙江,杭州,,,120.1906815,30.1876411,https://www.zhipin.com/job_detail/3c8a4e8a505b996f0nJ73Nq7FFdX.html,3c8a4e8a505b996f0nJ73Nq7FFdX
游戏测试,杭州珈迦蓝互动科技,0-20人,游戏,大专,1-3年,"['Python', '计算机相关专业', '手游测试经验', '主机游戏测试经验', '软件测试经验', '丰富的游戏经验', 'Unity']","['绩效奖金', '全勤奖', '五险一金', '有无线网', '年终奖', '带薪年假', '团建聚餐']",7500.0,6-9K,浙江,杭州,萧山区,钱江世纪城,120.247008,30.244922,https://www.zhipin.com/job_detail/cf061897a6fed03a0nB_0t66FVpW.html,cf061897a6fed03a0nB_0t66FVpW
游戏测试工程师（肉鸽塔防）,微派,1000-9999人,互联网,本科,3-5年,"['手游测试经验', '丰富的游戏经验']","['员工旅游', '半年度团建', '五险一金', '年终奖丰厚', '补充医疗保险', '打车报销', '交通补助', '2个月聚餐', '意外险', '团建聚餐', '定期体检', '互联网文化', '生日福利', '股票期权', '加班补助', '节假日加班费', '年终奖', '弹性工作', '节日福利', '带薪年假']",14000.0,12-16K·15薪,浙江,杭州,西湖区,西溪,120.127984,30.275405,https://www.zhipin.com/job_detail/2014b5d3a134f8fd0nJ52t-5E1VS.html,2014b5d3a134f8fd0nJ52t-5E1VS
高级游戏策划,风林科技,20-99人,游戏,本科,3-5年,[],"['年终奖', '股票期权', '绩效奖金']",18000.0,12-24K·13薪,浙江,杭州,滨江区,长河,120.16499813478192,30.187095681547465,https://www.zhipin.com/job_detail/6015b7d780ad152a0nFz3t60EVtW.html,6015b7d780ad152a0nFz3t60EVtW
游戏测试,慌木游戏,20-99人,游戏,本科,经验不限,"['手游测试经验', '丰富的游戏经验']","['五险一金', '定期体检', '年终奖', '零食下午茶']",7500.0,5-10K·13薪,浙江,杭州,滨江区,长河,120.208386,30.188115,https://www.zhipin.com/job_detail/75cf06d907ab75c71HF_29i7GVFV.html,75cf06d907ab75c71HF_29i7GVFV
资深游戏后端,合肥瑞麟互娱网络科技,0-20人,游戏,本科,5-10年,"['Golang', 'Golang服务端开发经验', '中大型项目开发经验', '系统架构设计经验']","['有无线网', '全勤奖', '餐补', '法定节假日三薪', '团建聚餐', '节假日加班费', '加班补助', '保底工资', '绩效奖金']",14500.0,12-17K,浙江,杭州,上城区,五堡,120.253231,30.303893,https://www.zhipin.com/job_detail/562b34e60d5447d40nZ53tq9GFtT.html,562b34e60d5447d40nZ53tq9GFtT
小游戏发行制作人,开启网络,100-499人,游戏,本科,5-10年,"['小游戏', '发行']","['餐补', '全勤奖', '零食下午茶', '节日福利', '五险一金', '带薪年假', '年终奖', '员工旅游']",30000.0,25-35K,浙江,杭州,余杭区,仓前,119.985071,30.286037,https://www.zhipin.com/job_detail/1feba54ee96a5b1f0ndz39m-FFFX.html,1feba54ee96a5b1f0ndz39m-FFFX
游戏测试,泓屹嘉成,500-999人,人工智能,本科,1年以内,"['丰富的游戏经验', '手游测试经验']","['定期体检', '五险一金']",9000.0,8-10K,浙江,杭州,滨江区,长河,120.191012,30.18615,https://www.zhipin.com/job_detail/73c8f0209762834203B62Ny-EVJT.html,73c8f0209762834203B62Ny-EVJT
游戏测试开发工程师,网易有道,10000人以上,互联网,本科,在校/应届,"['Java', 'Python', '自动化测试', '功能测试', '性能测试', '接口测试', '游戏测试']","['五险一金', '保底工资', '有无线网', '全勤奖', '团建聚餐', '带薪年假', '员工旅游', '绩效奖金', '零食下午茶', '免费健身房', '餐补', '交通补助', '底薪加提成', '节日福利']",16500.0,11-22K,浙江,杭州,滨江区,长河,120.190941,30.18635,https://www.zhipin.com/job_detail/4db132cc7a7c8ae21Xd-0tm9EVRR.html,4db132cc7a7c8ae21Xd-0tm9EVRR
资深游戏测试工程师,杭州某大型游戏上市公司,10000人以上,游戏,本科,3-5年,"['功能测试', '软件测试', '游戏测试', '白盒测试']","['餐补', '定期体检', '带薪年假', '年终奖', '补充医疗保险', '五险一金', '员工旅游', '交通补助', '免费班车', '节日福利', '包吃', '股票期权']",30000.0,20-40K·15薪,浙江,杭州,,,120.190678,30.187641,https://www.zhipin.com/job_detail/be507a35d1f387e10nJ72Nm8E1dS.html,be507a35d1f387e10nJ72Nm8E1dS
游戏引擎测试,迈睿科技,100-499人,计算机软件,本科,1-3年,"['自动化测试', '引擎测试', 'U3D']","['定期体检', '员工旅游', '节日福利', '五险一金', '年终奖', '意外险', '带薪年假']",9500.0,9-10K,浙江,杭州,西湖区,西溪,120.07608715265368,30.291467677151893,https://www.zhipin.com/job_detail/f47a6c238c29f34b0nF82dq6GVVT.html,f47a6c238c29f34b0nF82dq6GVVT
高级游戏测试工程师,浮云科技,100-499人,游戏,本科,3-5年,"['Python', '计算机相关专业', '手游测试经验']","['团建聚餐', '工会福利', '员工生涯福利', '节日福利', '生日福利', '员工旅游', '定期体检', '免费零食饮料', '餐补', '零食下午茶', '带薪年假', '五险一金', '年终奖', '劳保福利']",21500.0,18-25K,浙江,杭州,拱墅区,新天地,120.186442,30.326831,https://www.zhipin.com/job_detail/4a6a35b2ecd400d80nR639u_FlFY.html,4a6a35b2ecd400d80nR639u_FlFY
软件测试工程师,杭州勤路,20-99人,游戏,本科,1-3年,"['功能测试', '软件测试', '游戏测试']","['带薪年假', '夜班补助', '零食下午茶', '法定节假日三薪', '节假日加班费', '生日福利', '定期体检', '保底工资', '员工旅游', '绩效奖金', '节日福利', '五险一金', '团建聚餐', '交通补助', '高温补贴', '年终奖']",9500.0,7-12K,浙江,杭州,西湖区,文三路,120.14606,30.279242,https://www.zhipin.com/job_detail/81b447daf518c7dd1Xd629S5FFdU.html,81b447daf518c7dd1Xd629S5FFdU
产品测试工程师,得力集团,10000人以上,进出口贸易,大专,1-3年,[],"['13薪', '五险一金', '高温补贴', '节日福利', '专业培训', '带薪年假', '免费班车', '年终奖', '包住', '工作餐']",17500.0,15-20K·14薪,浙江,杭州,上城区,九堡,120.2598629149183,30.3034744896835,https://www.zhipin.com/job_detail/6fa34db6d5eb6f570nFz2tq9GVVQ.html,6fa34db6d5eb6f570nFz2tq9GVVQ
游戏性能测试工程师,FunPlus,1000-9999人,游戏,本科,3-5年,[],"['节日福利', '五险一金', '餐补', '年终奖', '保底工资', '加班补助', '零食下午茶', '企业年金', '员工旅游', '定期体检', '带薪年假', '补充医疗保险', '绩效奖金', '股票期权']",25000.0,20-30K,浙江,杭州,滨江区,西兴,120.222943,30.202082,https://www.zhipin.com/job_detail/a6e67f3d19ab1d33031-3N-_E1BU.html,a6e67f3d19ab1d33031-3N-_E1BU
游戏数据分析师,北京盛木成林科技,20-99人,游戏,本科,3-5年,[],['五险一金'],20000.0,15-25K,浙江,杭州,拱墅区,拱宸桥,120.12648026059048,30.327792383676957,https://www.zhipin.com/job_detail/42a2c9d19c15a22f0nB_0t66EVRU.html,42a2c9d19c15a22f0nB_0t66EVRU
游戏主策（工作地点：沈阳）,纵艺科技,100-499人,游戏,本科,5-10年,"['平衡制定', '休闲', '棋牌', '经济系统搭建', '公式设计']","['餐补', '外派学习', '员工旅游', '加班补助', '团建聚餐', '绩效奖金', '节日福利', '年终奖', '全勤奖', '零食下午茶', '交通补助', '带薪年假', '生日福利', '五险一金']",18000.0,12-24K,浙江,杭州,上城区,望江,120.171222,30.248526,https://www.zhipin.com/job_detail/a2a62e3dfe1687171HJ-2t27FlZU.html,a2a62e3dfe1687171HJ-2t27FlZU
MMORPG版本测试（外包）,亿达信息,1000-9999人,计算机软件,本科,1-3年,"['计算机相关专业', 'MMO', 'RPG', '版本', '战斗', '怪物']","['加班补助', '五险一金', '节日福利', '补充医疗保险', '定期体检', '带薪年假']",7000.0,6-8K,浙江,杭州,滨江区,长河,120.224569,30.208267,https://www.zhipin.com/job_detail/c01eddd3b69bfef20nFz2du_FFZU.html,c01eddd3b69bfef20nFz2du_FFZU
游戏数据分析,快手,10000人以上,社交网络与媒体,本科,3-5年,[],"['定期体检', '五险一金', '补充医疗保险', '节日福利', '年终奖', '带薪年假', '股票期权']",22500.0,15-30K·16薪,浙江,杭州,,,120.222137,30.201318,https://www.zhipin.com/job_detail/dec4a7f7244bbb940nF_3tS6EVtQ.html,dec4a7f7244bbb940nF_3tS6EVtQ
游戏文案策划,杭州星陨社游戏科技,0-20人,游戏,本科,1-3年,[],"['股票期权', '保底工资', '五险一金']",17500.0,15-20K,浙江,杭州,滨江区,长河,120.212465,30.216907,https://www.zhipin.com/job_detail/52d207da5d3221990nJ72dW7EldT.html,52d207da5d3221990nJ72dW7EldT
游戏制作人,畅唐网络,100-499人,互联网,本科,5-10年,[],"['年终奖', '节日福利', '员工旅游', '交通补助', '带薪年假', '五险一金', '补充医疗保险', '定期体检', '餐补', '探亲路费']",50000.0,40-60K·15薪,浙江,杭州,滨江区,长河,120.202836,30.154736,https://www.zhipin.com/job_detail/3af66aedf7a0d9c40nV63N24FFRV.html,3af66aedf7a0d9c40nV63N24FFRV
C++游戏服务器开发,聆曦网络,100-499人,计算机软件,本科,1-3年,"['算法', 'C++', 'Redis', '服务端开发', '游戏后端经验', '服务器开发', '数据结构']","['绩效奖金', '餐补', '带薪年假', '生日福利', '年终奖', '团建聚餐', '五险一金', '法定节假日三薪', '零食下午茶', '定期体检', '节日福利', '员工旅游']",22500.0,15-30K,浙江,杭州,滨江区,西兴,120.222074,30.201315,https://www.zhipin.com/job_detail/683f0d72fb2116b70nV709-5FVJS.html,683f0d72fb2116b70nV709-5FVJS
测试工程师,杭州芥菜子科技,20-99人,游戏,大专,,"['计算机相关专业', '手游测试经验', '主机游戏测试经验']","['定期体检', '五险一金', '节日福利', '团建聚餐']",,100-150元/天,浙江,杭州,西湖区,文二路,120.121012,30.281664,https://www.zhipin.com/job_detail/1682a6d88fbb74981HV72d66EltU.html,1682a6d88fbb74981HV72d66EltU
测试工程师,乐信圣文,500-999人,游戏,本科,3-5年,"['计算机相关专业', '六险一金', '12天带薪病假', '海外休闲游戏']","['节日福利', '团建聚餐', '生日福利', '年终奖', '补充医疗保险', '员工旅游', '定期体检', '零食下午茶', '带薪年假', '五险一金']",22500.0,15-30K·16薪,浙江,杭州,西湖区,西溪,120.128476,30.274727,https://www.zhipin.com/job_detail/0fc2ab75b3ca3c350nF-39W5FVVZ.html,0fc2ab75b3ca3c350nF-39W5FVVZ
测试工程师,游卡,1000-9999人,游戏,本科,1-3年,"['性能测试', '功能测试', '自动化测试', 'Android测试', 'APP测试', 'iOS测试', 'Python', '卡牌游戏']","['五险一金', '定期体检', '员工旅游', '年终奖', '餐补', '补充医疗保险', '零食下午茶', '节日福利', '带薪年假']",20000.0,15-25K,浙江,杭州,拱墅区,城西银泰城,120.10881,30.294465,https://www.zhipin.com/job_detail/ef937e80c2aa10911nJ72d26GVVX.html,ef937e80c2aa10911nJ72d26GVVX
JAVA游戏开发主程,星欣传媒,20-99人,文化艺术/娱乐,大专,5-10年,"['不接受居家办公', 'Java', 'Spring', 'Kafka', 'Nginx', 'Zookeeper', 'Netty', 'MySQL', 'Redis', '架构设计经验', '游戏后端经验']","['节日福利', '餐补', '五险一金', '年终奖', '零食下午茶', '加班补助', '全勤奖', '定期体检', '员工旅游']",20000.0,18-22K,浙江,杭州,萧山区,闻堰,120.188548,30.144431,https://www.zhipin.com/job_detail/51e886d442151e781H152N-7E1tU.html,51e886d442151e781H152N-7E1tU
测试开发工程师,玩心不止,500-999人,游戏,本科,5-10年,"['自动化测试', 'Java', 'Python', 'MySQL', '自动化测试经验', '自动化平台开发', 'AI探索']","['节假日加班费', '生日福利', '团建聚餐', '补充医疗保险', '绩效奖金', '保底工资', '年终奖', '员工旅游', '带薪年假', '全勤奖', '五险一金', '节日福利', '交通补助', '餐补', '底薪加提成', '定期体检', '零食下午茶', '包吃']",22500.0,20-25K·14薪,浙江,杭州,余杭区,五常,120.02711,30.292114,https://www.zhipin.com/job_detail/a6bb99ac896c568303xy2dW-FVVU.html,a6bb99ac896c568303xy2dW-FVVU
新苗计划-游戏客户端开发（有UE测试&笔试）,深圳腾娱互动科技,1000-9999人,游戏,本科,,[],"['定期体检', '补充医疗保险', '年终奖', '五险一金']",,180-200元/天,浙江,杭州,滨江区,长河,120.200909,30.201847,https://www.zhipin.com/job_detail/a5be3dd139b914c40nZ82du8E1ZR.html,a5be3dd139b914c40nZ82du8E1ZR
3D测试工程师,阿里巴巴集团,10000人以上,互联网,本科,5-10年,"['Java', 'C++', '手游测试经验', '软件测试经验', '丰富的游戏经验']","['股票期权', '零食下午茶', '交通补助', '免费班车', '员工旅游', '餐补', '五险一金', '补充医疗保险', '节日福利', '年终奖']",30000.0,20-40K·16薪,浙江,杭州,余杭区,五常,120.025512,30.278915,https://www.zhipin.com/job_detail/eebc7f0706d559961Xx73Nq-F1JS.html,eebc7f0706d559961Xx73Nq-F1JS
游戏主策（横版动作）,瑞游网络,20-99人,计算机软件,本科,5-10年,"['经济系统搭建', '职业系统设计', '装备系统设计', '公式设计', '战斗系统设计', '横版', 'MMOACT', '商业化运营', '系统架构', '动作游戏']","['团建聚餐', '底薪加提成', '绩效奖金', '年终奖', '五险一金']",25000.0,20-30K,浙江,杭州,西湖区,西溪,120.0715633406254,30.29307449936619,https://www.zhipin.com/job_detail/cf7171b8f68bc5c30nF-3dq6FlZQ.html,cf7171b8f68bc5c30nF-3dq6FlZQ
海外游戏策划（中轻度休闲）,超块,100-499人,人工智能,本科,5-10年,"['技能系统设计', 'EXCEL', 'PS', '模拟经营', '经济系统搭建', '第三人称']","['生日福利', '五险一金', '年终奖', '全勤奖', '带薪年假', '股票期权', '零食下午茶', '员工旅游', '定期体检', '团建聚餐', '节日福利']",22500.0,15-30K,浙江,杭州,西湖区,西溪,120.124791,30.276996,https://www.zhipin.com/job_detail/4ed406f52594ae620nF-2N-7FFBQ.html,4ed406f52594ae620nF-2N-7FFBQ
测试实习生,新爵科技,20-99人,计算机软件,本科,经验不限,"['Java', 'C++', '自动化测试', '性能测试', '功能测试', '计算机相关专业', 'Jira', 'Python']","['带薪年假', '五险一金', '股票期权', '年终奖', '全勤奖', '补充医疗保险', '意外险']",4500.0,4-5K,浙江,杭州,滨江区,西兴,120.21587,30.185561,https://www.zhipin.com/job_detail/ad204d1e86a9b35c0nV63tS1FFNU.html,ad204d1e86a9b35c0nV63tS1FFNU
资深游戏制作人,杭州掌玩科技有限公司,1000-9999人,互联网,本科,3-5年,"['休闲益智', '模拟经营', '游戏策划', 'Axure']","['零食下午茶', '加班补助', '五险一金', '团建聚餐', '员工旅游', '餐补', '定期体检', '节假日加班费', '带薪年假', '保底工资', '底薪加提成', '绩效奖金', '节日福利', '生日福利', '有无线网']",30000.0,20-40K,浙江,杭州,临平区,九堡,120.28459514733517,30.327974148627565,https://www.zhipin.com/job_detail/4033b2ce0b59c6a90nJ42tW0E1dQ.html,4033b2ce0b59c6a90nJ42tW0E1dQ
游戏主策划-MMO,大三石科技,20-99人,游戏,本科,5-10年,"['怪物数值设计', '经济系统搭建', '职业系统设计', '装备系统设计', '公式设计', 'RPG游戏', 'Unity']","['节日福利', '年终奖', '团建聚餐', '零食下午茶', '带薪年假', '交通补助', '股票期权', '保底工资', '绩效奖金', '员工旅游', '五险一金']",30000.0,20-40K,浙江,杭州,上城区,四季青,120.2206684509021,30.27539964554267,https://www.zhipin.com/job_detail/345996eb0ce3a9fe0nBy39i4EVJS.html,345996eb0ce3a9fe0nBy39i4EVJS
游戏策划,锐鲨科技,100-499人,企业服务,本科,1-3年,"['技能系统设计', '装备系统设计', '战斗系统设计', '玩法策划 国风', '怪物数值设计']","['周末双休', '带薪年假', '餐补', '节日福利', '五险一金', '年终奖']",22500.0,15-30K,浙江,杭州,西湖区,西溪,120.035022,30.308858,https://www.zhipin.com/job_detail/3fa1766799e13ce20nJ72d-1EVpY.html,3fa1766799e13ce20nJ72d-1EVpY
游戏产品经理（主策划）,浙江中南卡通,100-499人,社交网络与媒体,本科,5-10年,[],"['提供住宿', '员工食堂', '五险一金', '带薪年假', '节日福利']",25000.0,20-30K,浙江,杭州,,,120.200801,30.180944,https://www.zhipin.com/job_detail/5d6f63e87c9625a60nd_29y7EFVQ.html,5d6f63e87c9625a60nd_29y7EFVQ
资深游戏策划（运动体感游戏方向）,如泽,100-499人,电子商务,本科,5-10年,[],"['定期体检', '五险一金']",21500.0,18-25K,浙江,杭州,萧山区,西兴,120.24973967283377,30.2111071068425,https://www.zhipin.com/job_detail/91ca2d1883a9506c0nF429S6FVRQ.html,91ca2d1883a9506c0nF429S6FVRQ
资深游戏策划,武汉幻萌无限网络科技,100-499人,游戏,本科,5-10年,[],[],40000.0,30-50K·15薪,浙江,杭州,,,120.002984,30.281064,https://www.zhipin.com/job_detail/5713aa7d178823d50nd-3ti0FFFY.html,5713aa7d178823d50nd-3ti0FFFY
【SDK测试工程师】AI/AR终端产品测试开发,Rokid,100-499人,人工智能,本科,3-5年,[],"['五险一金', '餐补', '定期体检', '补充医疗保险', '股票期权', '带薪年假', '员工旅游', '年终奖', '节日福利']",22000.0,18-26K·13薪,浙江,杭州,余杭区,仓前,120.005244,30.287096,https://www.zhipin.com/job_detail/05c5d7c454757ab70nV52dW7FFpY.html,05c5d7c454757ab70nV52dW7FFpY
游戏主程,悦游互动,100-499人,游戏,本科,5-10年,"['Unity3D', '0-1游戏项目开发经验', '极强的抗压能力', 'JavaScript', 'Maya', '计算机/软件工程相关专业', 'Unity3D开发经验', '软件开发经验']","['节假日加班费', '下午茶（咖啡）', '员工旅游', '绩效奖金', '高温补贴', '团建聚餐', '零食下午茶', '夜班补助', '24h零食福利', '法定节假日三薪', '带薪年假', '生日福利', '加班补助', '节日福利', '定期体检', '年终奖', '五险一金']",26500.0,18-35K·13薪,浙江,杭州,西湖区,西溪,120.074548,30.290812,https://www.zhipin.com/job_detail/fa62584a3891bea70nBz2Nu-GFpQ.html,fa62584a3891bea70nBz2Nu-GFpQ
游戏系统策划（base 福州）,ONEMT,500-999人,游戏,本科,5-10年,[],"['带薪年假', '团建聚餐', '五险一金', '生日福利', '绩效奖金', '全勤奖', '定期体检', '餐补', '年终奖', '加班补助', '法定节假日三薪', '员工旅游', '节假日加班费', '节日福利', '零食下午茶']",25000.0,20-30K·14薪,浙江,杭州,余杭区,西溪,120.031517,30.244577,https://www.zhipin.com/job_detail/7301673c90edcbd403172di_FVNS.html,7301673c90edcbd403172di_FVNS
测试经理,某大型计算机软件公司,100-499人,计算机软件,本科,5-10年,[],"['节日福利', '法定节假日三薪', '五险一金', '零食下午茶', '餐补', '员工旅游', '定期体检', '绩效奖金', '团建聚餐', '生日福利', '年终奖', '带薪年假']",45000.0,30-60K,浙江,杭州,,,120.22138483346556,30.200695904297714,https://www.zhipin.com/job_detail/a4ecf9321642e7ef0nF509-8F1FT.html,a4ecf9321642e7ef0nF509-8F1FT
