岗位名称,公司,规模,公司领域,学历要求,经验要求,技能需求,福利待遇,薪资,薪资原文,省,市,区,商圈,经度,纬度,岗位链接,jobId
游戏测试开发,FunPlus,1000-9999人,游戏,本科,5-10年,"['功能测试', '性能测试', '自动化测试']","['加班补助', '绩效奖金', '带薪年假', '股票期权', '定期体检', '年终奖', '企业年金', '节日福利', '零食下午茶', '补充医疗保险', '餐补', '五险一金', '员工旅游', '保底工资']",30000.0,25-35K·15薪,浙江,杭州,滨江区,西兴,120.222943,30.202082,https://www.zhipin.com/job_detail/ef1785bca2e171c01H1_2t21E1RR.html,ef1785bca2e171c01H1_2t21E1RR
游戏主策（工作地：深圳/沈阳）,纵艺科技,100-499人,游戏,本科,5-10年,"['体育/竞技', '卡牌/战棋', '足球', '休闲益智', '台球', '篮球', '棋牌']","['团建聚餐', '带薪年假', '交通补助', '全勤奖', '员工旅游', '零食下午茶', '五险一金', '餐补', '年终奖', '节日福利', '加班补助', '绩效奖金', '外派学习', '生日福利']",19500.0,14-25K,浙江,杭州,上城区,望江,120.171222,30.248526,https://www.zhipin.com/job_detail/138b8e62e36c2d190nB62Nm0GVJS.html,138b8e62e36c2d190nB62Nm0GVJS
游戏测试（base珠海）,猴猴玩,20-99人,游戏,大专,1-3年,"['丰富的游戏经验', '手游测试经验', '主机游戏测试经验']",[],5500.0,5-6K,浙江,杭州,滨江区,长河,120.15825,30.180127,https://www.zhipin.com/job_detail/1b9db7fe8c5cfaa903V70tu7EltZ.html,1b9db7fe8c5cfaa903V70tu7EltZ
游戏测试工程师,三七互娱,1000-9999人,互联网,本科,5-10年,[],"['全勤奖', '五险一金', '团建聚餐', '生日福利', '交通补助', '股票期权', '餐补', '年终奖', '零食下午茶', '员工旅游', '定期体检', '绩效奖金', '补充医疗保险', '节日福利', '带薪年假']",25000.0,20-30K,浙江,杭州,滨江区,长河,120.191423,30.158307,https://www.zhipin.com/job_detail/e0707fef548149b50nB63928GVJW.html,e0707fef548149b50nB63928GVJW
游戏场景美术测试（双休+五险一金）,成都大眼怪科技有...,100-499人,游戏,学历不限,1-3年,"['游戏效果测试', '流程测试', 'Maya', 'max', '游戏场景']","['带薪年假', '五险一金', '零食下午茶', '加班补助', '节日福利']",17500.0,15-20K,浙江,杭州,滨江区,长河,120.2015850550701,30.201888859591435,https://www.zhipin.com/job_detail/3c9e6f1536b331cf0nB-2Nu1EFRR.html,3c9e6f1536b331cf0nB-2Nu1EFRR
游戏特效-包吃住-免测试-低3年不考虑,小鹿网络,100-499人,游戏,学历不限,3-5年,"['仙侠风', 'RPG游戏', 'AE', 'U3D', 'UE']","['节假日加班费', '餐补', '团队聚餐', '五险一金', '双休', '员工培训', '带薪年假', '夜班补助']",14500.0,12-17K,浙江,杭州,滨江区,长河,120.190941,30.18635,https://www.zhipin.com/job_detail/23dcd493b49072171HN63NW_EVRW.html,23dcd493b49072171HN63NW_EVRW
游戏测试,上海昶翊市场营销策划,0-20人,广告营销,初中及以下,在校/应届,['主机游戏测试经验'],"['包住', '团建聚餐', '零食下午茶', '包吃']",5500.0,3-8K,浙江,杭州,余杭区,闲林,119.974084,30.223499,https://www.zhipin.com/job_detail/da84df6b0e6e8a051XF50ty-F1JZ.html,da84df6b0e6e8a051XF50ty-F1JZ
游戏研运,首像数字创造,20-99人,游戏,本科,1-3年,[],[],17500.0,12-23K·13薪,浙江,杭州,余杭区,仓前,120.007986,30.293312,https://www.zhipin.com/job_detail/606b677ad1c2494f03B739W8E1tY.html,606b677ad1c2494f03B739W8E1tY
游戏测试工程师,小酱酱科技,0-20人,游戏,大专,,"['C++', '手游测试经验', '计算机相关专业', '丰富的游戏经验']",[],,100-150元/天,浙江,杭州,西湖区,文二路,120.120736,30.281351,https://www.zhipin.com/job_detail/4305f3d39b3da6c51XB50tu4GVFQ.html,4305f3d39b3da6c51XB50tu4GVFQ
游戏测试QA,黑塔科技,20-99人,游戏,大专,1-3年,"['游戏测试', 'MMORPG游戏', '卡牌游戏', '动作游戏', '手游测试']","['绩效奖金', '五险一金']",7500.0,5-10K,浙江,杭州,滨江区,长河,120.179751,30.188312,https://www.zhipin.com/job_detail/bac0e05b0182c3b903xz3N60GVtS.html,bac0e05b0182c3b903xz3N60GVtS
高级游戏策划（棋牌方向）,浮云科技,100-499人,游戏,本科,5-10年,[],"['劳保福利', '五险一金', '工会福利', '免费零食饮料', '生日福利', '团建聚餐', '餐补', '员工生涯福利', '节日福利', '带薪年假', '定期体检', '年终奖', '员工旅游', '零食下午茶']",25000.0,20-30K,浙江,杭州,,,120.15985,30.29008,https://www.zhipin.com/job_detail/f0c22f0f2298ac270nV_3960FVNS.html,f0c22f0f2298ac270nV_3960FVNS
小游戏广告投放组长,杭州卡日曲,100-499人,互联网,本科,3-5年,"['游戏广告投放', '媒介/媒体资源方', '游戏广告投放经验', '信息流投放经验', '其他']","['住房补贴', '有无线网', '五险', '五险一金', '绩效奖金', '团建聚餐', '带薪年假', '加班补助', '生日福利', '节日福利', '底薪加提成', '员工旅游', '年终奖', '零食下午茶']",17500.0,15-20K·13薪,浙江,杭州,余杭区,仓前,120.007646,30.282226,https://www.zhipin.com/job_detail/b6407e3d56a05ab10nFz3t27E1RZ.html,b6407e3d56a05ab10nFz3t27E1RZ
软件测试(游戏引擎),北京艾迪信科技有...,100-499人,计算机软件,大专,1-3年,"['引擎', '游戏测试', 'Unity3D', 'Unreal Engine']","['节日福利', '零食下午茶', '带薪年假', '年终奖', '员工旅游', '五险一金']",8500.0,8-9K,浙江,杭州,西湖区,西溪,120.076089,30.291471,https://www.zhipin.com/job_detail/ec3d47d134cbfd4e1HB639m5FFVW.html,ec3d47d134cbfd4e1HB639m5FFVW
游戏测试专员,杭州快也乐网络科技,100-499人,游戏,大专,1-3年,"['Java', 'C++', '丰富的游戏经验', '手游测试经验', '计算机相关专业']",[],7000.0,6-8K,浙江,杭州,滨江区,奥体中心,120.234662,30.224217,https://www.zhipin.com/job_detail/f1af70b77a9a3c8d03V809-7FVdV.html,f1af70b77a9a3c8d03V809-7FVdV
游戏制作人（搬砖类手游）,浙安掌堃,20-99人,游戏,本科,5-10年,[],"['年终奖', '定期体检', '五险一金', '股票期权', '带薪年假', '零食下午茶', '节日福利']",24000.0,18-30K,浙江,杭州,拱墅区,西湖,120.161375,30.271,https://www.zhipin.com/job_detail/9e987443594519f80nFz2di0FFFX.html,9e987443594519f80nFz2di0FFFX
游戏文案编辑,杭州星陨社游戏科技,0-20人,游戏,本科,5-10年,[],"['股票期权', '保底工资', '五险一金']",17500.0,15-20K,浙江,杭州,,,120.212465,30.216907,https://www.zhipin.com/job_detail/656cc86d98ef7f280nFz2t64F1BU.html,656cc86d98ef7f280nFz2t64F1BU
高级游戏策划,畅唐网络,100-499人,互联网,本科,经验不限,"['游戏', '游戏策划', '游戏制作人']","['五险一金', '补充医疗保险', '定期体检', '年终奖', '餐补', '员工旅游', '交通补助', '带薪年假', '节日福利', '探亲路费']",25000.0,20-30K·15薪,浙江,杭州,滨江区,长河,120.202766,30.15447,https://www.zhipin.com/job_detail/94821e5eb01743080nJ73dq0F1RZ.html,94821e5eb01743080nJ73dq0F1RZ
3C数码产品测试（游戏耳机/声卡方向）,杭州鲸了一下,20-99人,电子商务,大专,,[],"['五险一金', '补充医疗保险', '全勤奖', '绩效奖金', '生日福利', '年终奖', '餐补', '节日福利', '带薪年假', '保底工资', '零食下午茶', '团建聚餐']",,200-250元/天,浙江,杭州,余杭区,仓前,119.965431,30.264261,https://www.zhipin.com/job_detail/2bde40e561a0191f0nFz3ty5GVRS.html,2bde40e561a0191f0nFz3ty5GVRS
小游戏安全策略,蚂蚁集团,10000人以上,互联网,本科,3-5年,[],"['加班补助', '免费班车', '全勤奖', '住房补贴', '五险一金', '股票期权', '节日福利', '包吃', '员工旅游', '交通补助', '通讯补贴', '餐补', '零食下午茶', '带薪年假', '年终奖', '定期体检']",37500.0,25-50K·16薪,浙江,杭州,西湖区,西溪,120.104735,30.261121,https://www.zhipin.com/job_detail/508a14ce321503c60nF93t-_ElZX.html,508a14ce321503c60nF93t-_ElZX
游戏测试开发工程师,某大型知名互联网公司,10000人以上,互联网,本科,5-10年,"['Python', 'Java', 'Golang', 'MMO', 'PRG', '游戏测试', 'c端测试']",[],65000.0,50-80K·15薪,浙江,杭州,,,120.104735,30.261121,https://www.zhipin.com/job_detail/2f16fa8e26ffae920nJ62dS0FldQ.html,2f16fa8e26ffae920nJ62dS0FldQ
全球速卖通事业部-游戏测试-杭州,阿里巴巴集团,10000人以上,互联网,本科,经验不限,"['软件测试经验', 'Java']","['员工旅游', '节日福利', '免费班车', '五险一金', '补充医疗保险', '交通补助', '年终奖', '零食下午茶', '股票期权', '餐补']",26500.0,18-35K,浙江,杭州,,,120.025512,30.278915,https://www.zhipin.com/job_detail/ae54a972cc39c1471HF80t21FVVW.html,ae54a972cc39c1471HF80t21FVVW
专项测试工程师,游卡,1000-9999人,游戏,本科,3-5年,"['Python', 'MySQL', 'SQL Server', 'Oracle']","['五险一金', '带薪年假', '零食下午茶', '定期体检', '节日福利', '补充医疗保险', '年终奖', '员工旅游', '餐补']",18000.0,13-23K,浙江,杭州,拱墅区,城西银泰城,120.10881,30.294465,https://www.zhipin.com/job_detail/cb708fdcd8190e991XR-0tq9FFpQ.html,cb708fdcd8190e991XR-0tq9FFpQ
游戏平台产品经理,杭州掌玩科技有限公司,1000-9999人,互联网,本科,3-5年,"['C端产品', '游戏']","['带薪年假', '节日福利', '底薪加提成', '零食下午茶', '保底工资', '绩效奖金', '有无线网', '员工旅游', '节假日加班费', '五险一金', '生日福利', '加班补助', '团建聚餐', '定期体检', '餐补']",15500.0,13-18K,浙江,杭州,钱塘区,金沙湖,120.3230997186962,30.31137193491759,https://www.zhipin.com/job_detail/344e27292921fc660nB63961F1BR.html,344e27292921fc660nB63961F1BR
游戏策划,宇神五号,100-499人,互联网,本科,经验不限,[],"['五险一金', '定期体检', '节日福利', '年终奖', '带薪年假', '员工旅游', '股票期权', '零食下午茶', '补充医疗保险', '健身活动', '餐补']",26500.0,18-35K·14薪,浙江,杭州,西湖区,西溪,120.066723,30.290883,https://www.zhipin.com/job_detail/68783a7b93feee5803Jz0tS_E1dR.html,68783a7b93feee5803Jz0tS_E1dR
java游戏后端工程师,魅客,100-499人,互联网,本科,5-10年,"['后端工程师', 'Java', 'Redis', '计算机/软件工程相关经验', 'Java开发经验']",[],16500.0,15-18K,浙江,杭州,西湖区,西溪,120.06861,30.288288,https://www.zhipin.com/job_detail/866f4ef8ef01d71f1HV-3tW9FlRY.html,866f4ef8ef01d71f1HV-3tW9FlRY
游戏数值策划,美木,20-99人,游戏,本科,1-3年,[],"['带薪年假', '零食下午茶', '绩效奖金', '生日福利', '员工旅游', '团建聚餐', '年终奖', '五险一金']",15500.0,11-20K·13薪,浙江,杭州,临平区,临平,120.30921,30.408149,https://www.zhipin.com/job_detail/dfb97f47ffff4c9f0nZy3Nq_FlFR.html,dfb97f47ffff4c9f0nZy3Nq_FlFR
棋牌游戏测试,宁波大汇堂,20-99人,游戏,大专,1年以内,"['功能测试', '游戏测试', '性能测试']",['五险一金'],4500.0,4-5K,浙江,杭州,滨江区,长河,120.204,30.19053,https://www.zhipin.com/job_detail/7a2a14edc743b21b1HJ52Nu0FFY~.html,7a2a14edc743b21b1HJ52Nu0FFY~
游戏角色建模师,YIKI,100-499人,游戏,大专,3-5年,"['3ds MAX', '角色模型', '卡通类', 'Maya', '二次元', '写实类', 'ZBrush']","['补充商业险', '员工旅游', '私教健身', '定期体检', '股票期权', '团建聚餐', '节日福利', '生日福利', '全勤奖', '绩效奖金', '补充医疗保险', '五险一金', '带薪年假', '年终奖']",15500.0,11-20K,浙江,杭州,,,120.194113,30.187928,https://www.zhipin.com/job_detail/e270da0e516a000f1HJz09q-FltS.html,e270da0e516a000f1HJz09q-FltS
【字节跳动】游戏测试资深工程师-游戏产品,今日头条,100-499人,互联网,硕士,5-10年,"['C++', '丰富的游戏经验', '手游测试经验', 'MySQL', '计算机相关专业', '主机游戏测试经验', 'Python']","['家属自选保险', '餐饮及下午茶', '定期体检', '团建聚餐', '五险一金', '零食下午茶', '弹性工作制', '年终奖', '节日礼品', '家庭关爱假', '年度体检', '带薪年假']",40000.0,30-50K·15薪,浙江,杭州,余杭区,仓前,120.00563281672,30.27252532212568,https://www.zhipin.com/job_detail/564c49f5c41e410c03N80969FldQ.html,564c49f5c41e410c03N80969FldQ
游戏3d动作【包吃住+五险一金+免测试】,灵烁科技,100-499人,游戏,学历不限,3-5年,"['5年以上游戏动作经验', '3-5年游戏动作经验', '五险一金', '餐补', '房补', '3D动作经验', '欧美', '卡通', '二次元', '写实', '动画经验', '周末双休', 'MAYA']","['全勤奖', '五险一金', '节日福利', '保底工资', '绩效奖金', '团建聚餐']",18000.0,12-24K,浙江,杭州,滨江区,长河,120.190941,30.18635,https://www.zhipin.com/job_detail/0e85341f4bf0b2880nZ82tm-FFtR.html,0e85341f4bf0b2880nZ82tm-FFtR
游戏服务器开发,聆曦网络,100-499人,计算机软件,本科,5-10年,"['C++', 'C']","['年终奖', '法定节假日三薪', '团建聚餐', '餐补', '节日福利', '零食下午茶', '五险一金', '员工旅游', '带薪年假', '绩效奖金', '定期体检', '生日福利']",30000.0,20-40K·13薪,浙江,杭州,滨江区,西兴,120.222074,30.201315,https://www.zhipin.com/job_detail/4407b0bd9a1b07ea03183d67FVJU.html,4407b0bd9a1b07ea03183d67FVJU
游戏动画设计师,预言软件,100-499人,游戏,大专,3-5年,"['MAYA', '3D MAX', '动捕经验', '动画经验', '无需外派', '五险一金', '周末双休', '3-5年游戏动作经验', '3D动作经验', '写实']","['交通补助', '绩效奖金', '底薪加提成', '生日福利', '员工旅游', '五险一金', '节日福利', '带薪年假', '年终奖', '夜班补助', '全勤奖', '节假日加班费', '加班补助', '团建聚餐', '零食下午茶', '餐补', '工龄奖']",14500.0,13-16K,浙江,杭州,滨江区,长河,120.20240800246276,30.152769841166652,https://www.zhipin.com/job_detail/4eb819255ccb61840nF92Ny6EVFV.html,4eb819255ccb61840nF92Ny6EVFV
游戏剧情策划,杭州自由程式科技,0-20人,互联网,本科,1-3年,[],['五险一金'],20000.0,15-25K·13薪,浙江,杭州,滨江区,长河,120.221687,30.208025,https://www.zhipin.com/job_detail/2a4244d9dda1a1590nB53NW0F1NT.html,2a4244d9dda1a1590nB53NW0F1NT
游戏制作人,迪果科技,100-499人,游戏,本科,5-10年,[],"['结婚礼金', '定期体检', '年终奖', '加班补助', '餐补', '保底工资', '司龄假', '高温补贴', '生日蛋糕', '节日福利', '带薪年假', '团建聚餐', '零食下午茶', '五险一金', '绩效奖金', '节日礼金', '生日福利', '交通补助']",30000.0,20-40K·13薪,浙江,杭州,滨江区,长河,120.210209,30.182857,https://www.zhipin.com/job_detail/b998582a78daebf20nB_09m4FVtV.html,b998582a78daebf20nB_09m4FVtV
资深游戏策划,小玩子科技,100-499人,互联网,大专,5-10年,[],"['五险一金', '零食下午茶', '年终奖', '定期体检', '员工旅游', '节日福利', '带薪年假', '定期体检']",20000.0,15-25K,浙江,杭州,上城区,南星,120.19287,30.230106,https://www.zhipin.com/job_detail/6429ee622e3dc5e80nB53N27FlFX.html,6429ee622e3dc5e80nB53N27FlFX
游戏后端开发工程师,杭州行乐舟科技有...,20-99人,互联网,本科,5-10年,"['Golang', 'MySQL', 'Golang服务端开发经验', 'Redis']","['五险一金', '节日福利', '零食下午茶']",24000.0,20-28K,浙江,杭州,滨江区,长河,120.195568,30.198899,https://www.zhipin.com/job_detail/588b80a92aa5aa241XJ52tq8FVFV.html,588b80a92aa5aa241XJ52tq8FVFV
Unity游戏前端开发,杭州宸狐互娱科技,0-20人,游戏,本科,1-3年,"['Unity3D', '手游开发经验', 'Unity3D开发经验']",['绩效奖金'],16500.0,15-18K,浙江,杭州,,,120.066663,30.309544,https://www.zhipin.com/job_detail/91727e2762a9da600nJ62tu9EVpY.html,91727e2762a9da600nJ62tu9EVpY
ai测试工程师,某中型人工智能公司,500-999人,人工智能,本科,5-10年,"['自动化测试', '性能测试', '软件测试', 'AI测试']",[],30000.0,25-35K·15薪,浙江,杭州,,,120.127984,30.275405,https://www.zhipin.com/job_detail/a27142d6628b3bec0nB939m8EVVX.html,a27142d6628b3bec0nB939m8EVVX
游戏策划,涂家智能,20-99人,物联网,本科,5-10年,"['战斗系统设计', '休闲益智']","['有无线网', '团建聚餐', '保底工资', '年终奖', '意外险', '五险一金']",27500.0,20-35K·13薪,浙江,杭州,西湖区,西溪,120.14606,30.279242,https://www.zhipin.com/job_detail/30396263a356b75d0nZ82dm9F1pV.html,30396263a356b75d0nZ82dm9F1pV
游戏数值策划,飞鱼科技,500-999人,游戏,本科,1-3年,"['经济系统搭建', '战斗系统设计', '卡牌/战棋', '模拟经营', 'RPG游戏', '微信小游戏']","['年终奖', '节日福利', '带薪年假', '团建聚餐', '五险一金', '定期体检', '补充医疗保险', '生日福利', '零食下午茶']",15500.0,11-20K·13薪,浙江,杭州,滨江区,长河,120.2071,30.18678,https://www.zhipin.com/job_detail/94ee4f2596c1ddae1HNy3Nu7ElRX.html,94ee4f2596c1ddae1HNy3Nu7ElRX
JAVA游戏服务端主程,星欣传媒,20-99人,文化艺术/娱乐,大专,5-10年,"['Java', '不接受居家办公', '分布式经验', 'MySQL', 'Netty', 'MongoDB', '架构设计经验', '游戏后端经验']","['年终奖', '员工旅游', '零食下午茶', '五险一金', '全勤奖', '节日福利', '加班补助', '定期体检', '餐补']",18500.0,15-22K,浙江,杭州,萧山区,闻堰,120.188548,30.144431,https://www.zhipin.com/job_detail/2a31f2ff6a4c405903V429W1GFJU.html,2a31f2ff6a4c405903V429W1GFJU
AI互动绘本游戏策划,嘻兮哩,20-99人,计算机软件,学历不限,5-10年,"['Unity', '模拟经营', '英语教育', '儿童']","['餐补', '五险一金']",22500.0,15-30K,浙江,杭州,上城区,南星,120.14457,30.204243,https://www.zhipin.com/job_detail/5edf3023e8b1671003R939m4EFtR.html,5edf3023e8b1671003R939m4EFtR
资深软件测试工程师,网易,10000人以上,互联网,本科,5-10年,"['功能测试', '性能测试', '游戏测试']","['五险一金', '补充医疗保险', '包吃', '全勤奖', '节日福利', '定期体检', '年终奖', '带薪年假', '免费班车']",30000.0,20-40K·16薪,浙江,杭州,滨江区,长河,120.190678,30.187641,https://www.zhipin.com/job_detail/ab2b3c0b1fc9b9121HF70tS1EVRQ.html,ab2b3c0b1fc9b9121HF70tS1EVRQ
游戏系统策划,杭州枫林火山科技,20-99人,游戏,本科,3-5年,"['MOBA游戏', '体育/竞技']","['零食下午茶', '生日福利', '股票期权', '五险一金', '保底工资', '带薪年假', '年终奖', '团建聚餐']",21500.0,18-25K,浙江,杭州,滨江区,长河,120.2060476878386,30.21184596271579,https://www.zhipin.com/job_detail/77370b165144298f0nJ42969FFBS.html,77370b165144298f0nJ42969FFBS
unity游戏开发工程师,锐鲨科技,100-499人,企业服务,本科,1-3年,"['Unity3D', 'C#', '计算机/软件工程相关专业', '3D游戏客户端开发经验', 'Unity3D开发经验', '软件开发经验', '手游开发经验', '动作游戏', '肉鸽']","['周末双休', '节日福利', '餐补', '年终奖', '五险一金', '带薪年假']",19000.0,15-23K,浙江,杭州,西湖区,西溪,120.035022,30.308858,https://www.zhipin.com/job_detail/1c5add8714f44b200nJ439u9F1NZ.html,1c5add8714f44b200nJ439u9F1NZ
产品经理（游戏方向）,深灼科技,20-99人,互联网,本科,5-10年,[],[],22500.0,20-25K,浙江,杭州,拱墅区,上塘,120.20991360024895,30.341321986331227,https://www.zhipin.com/job_detail/f657792663276aa40nBz2ti1ElJX.html,f657792663276aa40nBz2ti1ElJX
测试工程师,杭州图灵求索科技,20-99人,互联网,本科,3-5年,[],"['零食下午茶', '加班补助', '年终奖', '节日福利', '五险一金', '带薪年假', '节假日加班费', '绩效奖金', '有无线网']",11500.0,9-14K,浙江,杭州,萧山区,西兴,120.249958,30.243603,https://www.zhipin.com/job_detail/b195f84ad11beb6c03N72924E1RV.html,b195f84ad11beb6c03N72924E1RV
游戏平台产品经理,杭州掌玩网络,1000-9999人,互联网,本科,3-5年,"['游戏平台', 'C端产品']","['绩效奖金', '生日会', '完善晋升体系', '定期团建', '生日福利', '带薪年假', '加班补助', '社团活动', '夜间打车', '团建聚餐', '夜班补助', '年终奖', '零食下午茶', '节日福利', '底薪加提成', '五险一金', '定期体检', '自建体育馆', '节假日加班费', '企业大学']",15500.0,13-18K,浙江,杭州,钱塘区,金沙湖,120.324262,30.311377,https://www.zhipin.com/job_detail/c530a2af2f9d48ae0nd-0tS8EVVT.html,c530a2af2f9d48ae0nd-0tS8EVVT
游戏主策划,瑞游网络,20-99人,计算机软件,本科,3-5年,"['战斗系统设计', '装备系统设计', 'EXCEL', '休闲益智', 'SLG游戏', '经济系统搭建', '公式设计', '第三人称']","['团建聚餐', '底薪加提成', '绩效奖金', '年终奖', '五险一金']",22500.0,20-25K,浙江,杭州,西湖区,西溪,120.0715633406254,30.29307449936619,https://www.zhipin.com/job_detail/25d07033ef21d8940nJ62dm9FlFZ.html,25d07033ef21d8940nJ62dm9FlFZ
高级游戏策划（海外休闲方向）,区块跳动,20-99人,互联网,本科,5-10年,"['经济系统搭建', '战斗系统设计', '技能系统设计', '公式设计', '第一人称', '休闲益智', '沙盒游戏']","['法定节假日三薪', '五险一金', '带薪年假', '年终奖', '零食下午茶', '餐补', '定期体检']",37500.0,25-50K·15薪,浙江,杭州,西湖区,西溪,120.116789,30.290273,https://www.zhipin.com/job_detail/da755a5c825fd9040nFz2926GFJZ.html,da755a5c825fd9040nFz2926GFJZ
测试工程师,杭州达迩文智能,20-99人,人工智能,本科,1-3年,"['功能测试', '性能测试', '自动化测试', '压力测试', '测试工作经验', '自动化测试经验']","['年终奖', '团建聚餐', '五险一金', '工龄奖', '股票期权', '带薪年假', '餐补']",15500.0,11-20K,浙江,杭州,西湖区,西溪,120.125788,30.272627,https://www.zhipin.com/job_detail/c8283a1c07de6f600nJ42dy6FlpR.html,c8283a1c07de6f600nJ42dy6FlpR
测试开发工程师,玩心不止,500-999人,游戏,本科,3-5年,[],"['员工旅游', '餐补', '五险一金', '定期体检', '绩效奖金', '零食下午茶', '包吃', '节假日加班费', '年终奖', '补充医疗保险', '底薪加提成', '交通补助', '生日福利', '节日福利', '团建聚餐', '带薪年假', '保底工资', '全勤奖']",22500.0,20-25K·14薪,浙江,杭州,余杭区,五常,120.027543,30.292564,https://www.zhipin.com/job_detail/9d2c2e008d7a0a7803Jy2N-1FFpQ.html,9d2c2e008d7a0a7803Jy2N-1FFpQ
高级软件测试工程师,米格姆教育科技,100-499人,互联网,本科,1-3年,"['测试工作经验', '通信相关专业', '性能测试', '压力测试', 'MySQL', '功能测试', '计算机相关专业', 'Python']","['定期体检', '补充医疗保险', '员工旅游', '零食下午茶', '年终奖', '节日福利', '加班补助', '五险一金', '全勤奖', '带薪年假']",22500.0,20-25K·16薪,浙江,杭州,滨江区,长河,120.185852,30.188656,https://www.zhipin.com/job_detail/f93a8816723f0ad90nJ63dm9GVBU.html,f93a8816723f0ad90nJ63dm9GVBU
游戏产品策划,浙江中南卡通,100-499人,社交网络与媒体,本科,5-10年,[],"['员工食堂', '提供住宿', '带薪年假', '五险一金', '节日福利']",16500.0,13-20K,浙江,杭州,,,120.200801,30.180944,https://www.zhipin.com/job_detail/1f0797f6d7422f1d0nB-2929EFRY.html,1f0797f6d7422f1d0nB-2929EFRY
游戏服务器工程师,平塔科技,20-99人,游戏,本科,3-5年,"['C++', 'C#', 'MySQL', '团队管理经验']",['五险一金'],16000.0,12-20K,浙江,杭州,余杭区,仓前,120.000297,30.282562,https://www.zhipin.com/job_detail/4437a69ca548274603Z-3t-1F1tS.html,4437a69ca548274603Z-3t-1F1tS
测试工程师,智矩,0-20人,互联网,本科,,"['计算机相关专业', '手游测试经验', '软件测试经验']","['有无线网', '底薪加提成', '工龄奖', '绩效奖金', '五险一金', '保底工资', '团建聚餐', '年终奖', '股票期权']",,100-200元/天,浙江,杭州,钱塘区,和达东东城,120.39198981626087,30.311876363603943,https://www.zhipin.com/job_detail/cd410f0f3f1bfbaf0nV62967GVFZ.html,cd410f0f3f1bfbaf0nV62967GVFZ
游戏制作人（IAA）,悦游互动,100-499人,游戏,本科,5-10年,[],"['五险一金', '高温补贴', '下午茶（咖啡）', '法定节假日三薪', '24h零食福利', '团建聚餐', '加班补助', '带薪年假', '生日福利', '夜班补助', '定期体检', '绩效奖金', '节假日加班费', '员工旅游', '年终奖', '节日福利', '零食下午茶']",27500.0,20-35K·13薪,浙江,杭州,西湖区,西溪,120.074548,30.290812,https://www.zhipin.com/job_detail/29ab663542843bcd0nd52Ni0FldV.html,29ab663542843bcd0nd52Ni0FldV
游戏产品经理,杭州未来坐标信息科技,0-20人,游戏,本科,3-5年,"['棋牌策划', '原型设计', 'C端产品', '海外产品', '游戏产品', '需求分析', '社交产品']","['带薪年假', '年终奖', '五险一金']",25000.0,20-30K,浙江,杭州,,,120.120714,30.354491,https://www.zhipin.com/job_detail/09fb7882458be92d0nB92dq8GFNU.html,09fb7882458be92d0nB92dq8GFNU
测试,上海鱼儿飞网络科技,20-99人,互联网,本科,3-5年,"['功能测试', '自动化测试', 'MySQL', 'JMeter', '测试工作经验']","['团建聚餐', '带薪年假', '底薪加提成', '生日福利', '节日福利', '年终奖', '五险一金', '零食下午茶', '保底工资']",22500.0,20-25K,浙江,杭州,萧山区,西兴,120.24684533621586,30.23843792770937,https://www.zhipin.com/job_detail/0f9bf33ea3a413f40nJ42d20ElJV.html,0f9bf33ea3a413f40nJ42d20ElJV
游戏策划（AI女乙向),超块,100-499人,人工智能,本科,5-10年,"['技能系统设计', '第三人称', 'MOBA游戏', 'Maya', 'PS', 'EXCEL']","['年终奖', '团建聚餐', '全勤奖', '带薪年假', '生日福利', '五险一金', '节日福利', '股票期权', '员工旅游', '定期体检', '零食下午茶']",18000.0,12-24K,浙江,杭州,西湖区,西溪,120.124791,30.276996,https://www.zhipin.com/job_detail/c671a2a4c95c3d2d0nF60ti8FFRT.html,c671a2a4c95c3d2d0nF60ti8FFRT
资深游戏制作人,武汉幻萌无限网络科技,100-499人,游戏,本科,5-10年,[],[],95000.0,80-110K·14薪,浙江,杭州,钱塘区,工业园南,120.37193,30.303536,https://www.zhipin.com/job_detail/afbc96cf64fe431f0nB-2969FlZV.html,afbc96cf64fe431f0nB-2969FlZV
游戏产品经理,溯澜(杭州)网络,20-99人,互联网,本科,3-5年,"['用户/功能产品', 'C端产品', '社区产品', '直播/视频产品', '社交产品']","['团建聚餐', '员工旅游', '五险一金', '零食下午茶', '带薪年假', '年终奖']",25000.0,20-30K,浙江,杭州,拱墅区,文一路,120.10764964329758,30.30001333152492,https://www.zhipin.com/job_detail/954ed65dd6c939120nFz2dm_FFtX.html,954ed65dd6c939120nFz2dm_FFtX
游戏关卡策划,大三石科技,20-99人,游戏,本科,5-10年,"['职业系统设计', '技能系统设计', '装备系统设计', '战斗系统设计', '玩法', '战斗', 'Unity', '关卡', 'RPG游戏', '经济系统搭建']","['绩效奖金', '保底工资', '员工旅游', '团建聚餐', '节日福利', '零食下午茶', '年终奖', '交通补助', '五险一金', '带薪年假', '股票期权']",19500.0,13-26K,浙江,杭州,上城区,四季青,120.2206684509021,30.27539964554267,https://www.zhipin.com/job_detail/bb356bec9d9407de0nB939y4GFVZ.html,bb356bec9d9407de0nB939y4GFVZ
